ag_update_date,ag_id,ag_name,ag_gender,ag_date_of_birth,ag_gov_id,ag_license_number,ag_license_issue_date,ag_license_expiry_date,ag_ctgry,ag_expertise_cd,ag_experience,ag_lang,ag_contact_number,ag_email,ag_address_line_1,ag_address_line_2,ag_address_line_3,ag_city,ag_district,ag_state,ag_country,ag_pin_code,ag_since,ag_service_area_type,ag_product,ag_sales_manager_id,ag_account_no
2025-07-29,AG1080,Samar Saha,F,1994-11-06,ADHAR-1089-8356-3037,LIC/De/32231,2024-04-04,2029-01-16,IM,GEN,3,Hindi/English,98063952878,samar62@example.com,044 Dutt Zila,Bir Road,Street,New Delhi,New Delhi,Delhi,India,110088,2022-02-11,Rural,Motor,SM1042,222864256617
2025-07-29,AG1081,Prisha Srivastava,F,1973-12-10,VOTER-B842529,LIC/Ka/63779,2024-12-16,2029-03-14,IM,HLT,1,Hindi/English/Kannada,98008932036,prisha36@example.com,H.No. 23- Zacharia Ganj,Sinha Chowk,Street,Mysore,Mysore,Karnataka,India,576885,2024-04-22,Rural,Health,SM1040,909349764019
2025-07-29,AG1082,Jivika Ray,F,1999-12-04,VOTER-D645422,LIC/Ta/77134,2021-04-15,2026-07-01,CO,GEN,5,Hindi/English/Tamil,98489216939,jivika45@example.com,13- Ghosh,Kuruvilla Nagar,Street,Chennai,Chennai,Tamil Nadu,India,653192,2020-07-28,Urban,Combo,SM1024,538776245686
2025-07-29,AG1083,Ritvik Srivastava,F,1978-02-19,VOTER-C609947,LIC/Ka/17728,2021-01-10,2026-03-26,CO,LFE,5,Hindi/English/Kannada,97317215415,ritvik12@example.com,03- Basu Chowk,Trivedi Ganj,Street,Bangalore,Bangalore,Karnataka,India,566247,2020-05-31,Rural,Combo,SM1046,924658349562
2025-07-29,AG1084,Rasha Deep,F,1972-03-02,UID-494480181945,LIC/Ka/26685,2023-03-22,2029-06-15,PO,HLT,10,Hindi/English/Kannada,98222130849,rasha65@example.com,15/007- Datta Marg,Vora Road,Street,Mysore,Mysore,Karnataka,India,572115,2014-09-18,Urban,Combo,SM1012,095825108669
2025-07-29,AG1085,Diya Dar,F,1976-05-11,ADHAR-3203-4834-8365,LIC/Ta/78821,2025-07-23,2030-07-17,IM,GEN,0,Hindi/English/Tamil,99737028226,diya43@example.com,H.No. 526 Manda,Din Road,Street,Madurai,Madurai,Tamil Nadu,India,646531,2025-07-09,Urban,Life,SM1016,110594043665
2025-07-29,AG1086,Damini Kanda,M,1992-06-06,UID-801433427149,LIC/Ma/72694,2024-04-06,2026-03-16,IM,LFE,14,Hindi/English/Marathi,97290925452,damini94@example.com,H.No. 119 Varty Circle,Kannan Path,Street,Pune,Pune,Maharashtra,India,482267,2011-04-17,Urban,Life,SM1029,566435366711
2025-07-29,AG1087,Trisha Karnik,M,1974-02-11,VOTER-A293027,LIC/Ma/10785,2016-08-05,2027-11-03,IM,HLT,19,Hindi/English/Marathi,98980998675,trisha81@example.com,577 Kale Ganj,Varughese Ganj,Street,Pune,Pune,Maharashtra,India,416819,2005-12-08,Urban,Health,SM1026,304556265058
2025-07-29,AG1088,Shlok Varghese,F,1980-08-06,VOTER-A739639,LIC/Ka/95220,2018-03-15,2025-08-27,IM,GEN,11,Hindi/English/Kannada,97358928126,shlok98@example.com,H.No. 207- Kumer Chowk,Kumar Path,Street,Mysore,Mysore,Karnataka,India,573987,2014-04-25,Rural,Combo,SM1024,995226308356
2025-07-29,AG1089,Aayush Sarna,M,1995-04-04,UID-180597434029,LIC/Ta/56012,2024-08-06,2030-02-06,CO,LFE,3,Hindi/English/Tamil,98804966972,aayush49@example.com,H.No. 36- Vohra Marg,Kumar Road,Street,Madurai,Madurai,Tamil Nadu,India,638179,2021-08-24,Urban,Life,SM1039,261046370558
2025-07-29,AG1090,Shlok Sani,F,1984-09-07,VOTER-B712440,LIC/Ka/23240,2024-10-24,2030-06-07,BO,GEN,12,Hindi/English/Kannada,97336186463,shlok46@example.com,H.No. 756 Gole,Gaba Road,Street,Bangalore,Bangalore,Karnataka,India,569329,2013-02-04,Rural,Life,SM1029,431857499615
2025-07-29,AG1091,Indrajit Tella,M,1990-06-20,ADHAR-5315-7760-5171,LIC/Ka/32494,2019-07-27,2030-03-06,CO,LFE,6,Hindi/English/Kannada,99978440357,indrajit91@example.com,691- Chand Zila,Chaudhary Street,Street,Mysore,Mysore,Karnataka,India,573218,2018-11-05,Rural,Motor,SM1002,219189014456
2025-07-29,AG1092,Arhaan Sura,F,1991-10-04,ADHAR-8919-8965-4457,LIC/Ma/63520,2015-11-19,2029-12-13,PO,HLT,13,Hindi/English/Marathi,99041357386,arhaan54@example.com,386- Comar Path,Sami Road,Street,Mumbai,Mumbai,Maharashtra,India,468378,2012-05-04,Rural,Health,SM1034,821635350422
2025-07-29,AG1093,Pihu Mall,M,1991-09-27,ADHAR-9841-1953-3537,LIC/De/95245,2022-08-09,2029-02-01,BO,LFE,3,Hindi/English,99266462733,pihu29@example.com,H.No. 978- Chaudhary Chowk,Wali Road,Street,New Delhi,New Delhi,Delhi,India,110013,2022-02-28,Urban,Health,SM1049,957877897316
2025-07-29,AG1094,Trisha Vora,M,1984-10-18,UID-783520983960,LIC/Ka/21449,2021-05-06,2026-06-22,MI,HLT,5,Hindi/English/Kannada,98106081986,trisha54@example.com,65 Comar Nagar,Mani Zila,Street,Bangalore,Bangalore,Karnataka,India,577650,2019-08-05,Urban,Life,SM1000,397028154231
2025-07-29,AG1095,Nitya Solanki,F,1997-03-02,UID-615241923996,LIC/De/85664,2023-10-21,2026-02-04,CO,HLT,8,Hindi/English,99360331072,nitya73@example.com,69- Upadhyay Circle,Wali Street,Street,New Delhi,New Delhi,Delhi,India,110059,2016-08-24,Rural,Life,SM1018,006744702013
2025-07-29,AG1096,Sana Tak,M,1989-09-21,ADHAR-2442-1981-3777,LIC/Ta/18551,2021-06-06,2027-09-21,MI,GEN,6,Hindi/English/Tamil,97635817758,sana44@example.com,97 Thaman Ganj,Saran Ganj,Street,Coimbatore,Coimbatore,Tamil Nadu,India,632671,2019-02-13,Urban,Combo,SM1010,952793390985
2025-07-29,AG1097,Vardaniya Mani,M,1998-05-04,VOTER-A417967,LIC/De/15500,2024-12-26,2026-01-04,IM,LFE,8,Hindi/English,98026065029,vardaniya29@example.com,21/700- Bora Chowk,Setty,Street,New Delhi,New Delhi,Delhi,India,110092,2017-04-17,Rural,Combo,SM1032,059544156744
2025-07-29,AG1098,Zain Contractor,M,1991-04-02,UID-821337902875,LIC/Ka/37728,2022-02-02,2029-08-18,PO,GEN,12,Hindi/English/Kannada,99193036048,zain55@example.com,95 Bhasin,Kale Chowk,Street,Mysore,Mysore,Karnataka,India,566780,2013-01-07,Urban,Health,SM1013,521553810025
2025-07-29,AG1099,Rhea Agrawal,F,1995-09-25,VOTER-A574084,LIC/Ma/62624,2019-10-30,2030-07-11,IM,HLT,8,Hindi/English/Marathi,97900947584,rhea70@example.com,H.No. 896 Lad Road,Brahmbhatt Street,Street,Nagpur,Nagpur,Maharashtra,India,461186,2016-12-31,Rural,Health,SM1034,007273105720
2025-07-29,AG1100,Nitara Goel,F,1990-10-27,UID-444685273423,LIC/De/48027,2016-08-21,2026-02-06,IM,LFE,10,Hindi/English,98004768797,nitara18@example.com,H.No. 184 Kalla Road,Maharaj Ganj,Street,New Delhi,New Delhi,Delhi,India,110033,2015-04-30,Urban,Motor,SM1038,274890225779
2025-07-29,AG1101,Devansh Johal,M,1974-08-04,ADHAR-2357-3092-1274,LIC/Ma/32977,2016-12-24,2030-07-08,CO,LFE,19,Hindi/English/Marathi,99502505772,devansh55@example.com,533 Sachar Circle,Sane Marg,Street,Mumbai,Mumbai,Maharashtra,India,456904,2006-05-29,Rural,Combo,SM1036,418312030443
2025-07-29,AG1102,Hiran Keer,M,1988-05-20,ADHAR-9520-4564-8805,LIC/Ka/11154,2024-02-27,2029-12-16,CO,GEN,1,Hindi/English/Kannada,98332655840,hiran39@example.com,09/652- Luthra,Sachar,Street,Bangalore,Bangalore,Karnataka,India,581445,2023-08-09,Urban,Combo,SM1044,726155041547
2025-07-29,AG1103,Kanav Wable,M,1976-05-23,UID-289245787111,LIC/Ka/38087,2025-06-03,2026-06-08,IM,LFE,1,Hindi/English/Kannada,98809840622,kanav18@example.com,914- Vala Marg,Bhakta,Street,Bangalore,Bangalore,Karnataka,India,577810,2023-08-28,Rural,Combo,SM1028,465655746116
2025-07-29,AG1104,Biju Vyas,M,1968-03-22,VOTER-E843411,LIC/De/84745,2023-08-24,2027-06-07,MI,GEN,3,Hindi/English,99376762292,biju69@example.com,H.No. 572 Iyer Chowk,Dhar Street,Street,New Delhi,New Delhi,Delhi,India,110013,2022-04-10,Rural,Health,SM1011,536414982471
2025-07-29,AG1105,Yashvi Dash,M,1993-08-26,UID-484462094342,LIC/De/36651,2020-07-26,2028-02-02,CO,HLT,16,Hindi/English,99732363270,yashvi85@example.com,H.No. 01- Dey Zila,Dugar,Street,New Delhi,New Delhi,Delhi,India,110054,2009-01-17,Urban,Health,SM1024,819510368749
2025-07-29,AG1106,Anay Bandi,M,1967-06-29,VOTER-C411150,LIC/We/43070,2016-04-13,2029-11-23,IM,LFE,11,Hindi/English/Bengali,99815372976,anay16@example.com,53 Chana Road,Sachdev Marg,Street,Kolkata,Kolkata,West Bengal,India,749462,2013-12-11,Rural,Health,SM1011,848453284444
2025-07-29,AG1107,Jivika Tiwari,F,1992-01-11,UID-294748874102,LIC/We/37727,2017-10-17,2028-09-07,BO,LFE,17,Hindi/English/Bengali,97641294290,jivika62@example.com,H.No. 66- Walia,Iyer Road,Street,Howrah,Howrah,West Bengal,India,755510,2007-12-04,Urban,Motor,SM1026,736662516283
2025-07-29,AG1108,Indrans Datta,F,1973-09-06,VOTER-E394685,LIC/Ka/79373,2025-04-30,2025-08-22,IM,LFE,3,Hindi/English/Kannada,98651607997,indrans91@example.com,42- Din Street,Chander Path,Street,Mysore,Mysore,Karnataka,India,577743,2021-09-02,Urban,Life,SM1035,944718709016
2025-07-29,AG1109,Sahil Verma,M,1969-06-30,ADHAR-6518-6007-3743,LIC/Ma/56277,2024-05-15,2027-09-24,IM,GEN,17,Hindi/English/Marathi,99160348205,sahil96@example.com,H.No. 17- Dubey Nagar,Sule Circle,Street,Pune,Pune,Maharashtra,India,497793,2008-05-13,Rural,Motor,SM1033,532953197271
2025-07-29,AG1110,Yakshit Chawla,F,1984-06-13,UID-741008721040,LIC/Ma/34426,2024-02-24,2029-07-24,MI,LFE,2,Hindi/English/Marathi,99507224764,yakshit51@example.com,393 Ravi,Khatri,Street,Mumbai,Mumbai,Maharashtra,India,421580,2022-09-19,Rural,Life,SM1023,697420884978
2025-07-29,AG1111,Ritvik Chhabra,F,1994-03-07,VOTER-C576168,LIC/We/98123,2023-07-22,2029-05-20,IM,GEN,4,Hindi/English/Bengali,98714457806,ritvik77@example.com,717 Kothari Ganj,Das Marg,Street,Kolkata,Kolkata,West Bengal,India,758923,2021-07-10,Urban,Motor,SM1035,274645614361
2025-07-29,AG1112,Amira Sanghvi,F,1973-02-10,VOTER-B616983,LIC/Ma/36403,2020-11-08,2027-11-01,IM,GEN,6,Hindi/English/Marathi,98122716622,amira76@example.com,82/49 Deshmukh Marg,Bose Street,Street,Mumbai,Mumbai,Maharashtra,India,450368,2019-01-30,Rural,Motor,SM1011,534493189140
2025-07-29,AG1113,Mohanlal Dara,F,1995-04-19,UID-973357641844,LIC/Ka/16057,2024-02-25,2028-08-28,BO,HLT,4,Hindi/English/Kannada,98065922589,mohanlal72@example.com,22/897- Swamy Chowk,Sandal Nagar,Street,Bangalore,Bangalore,Karnataka,India,571278,2020-10-05,Urban,Motor,SM1042,792465605734
2025-07-29,AG1114,Anvi Dugar,F,1978-07-26,UID-128903497103,LIC/De/59471,2013-03-31,2028-05-07,BO,LFE,17,Hindi/English,98402678325,anvi86@example.com,H.No. 89 Kulkarni,Sachar Street,Street,New Delhi,New Delhi,Delhi,India,110014,2007-11-04,Urban,Motor,SM1037,681208313532
2025-07-29,AG1115,Ira Krishna,M,1969-06-08,ADHAR-5914-7382-9221,LIC/Ma/93697,2016-02-01,2028-05-24,BO,HLT,10,Hindi/English/Marathi,99259324610,ira99@example.com,578 Babu Street,Vasa Path,Street,Mumbai,Mumbai,Maharashtra,India,420356,2014-08-20,Urban,Health,SM1010,715125697661
2025-07-29,AG1116,Trisha Wagle,M,1987-09-25,UID-738081856924,LIC/Ma/21390,2016-11-25,2028-08-22,IM,LFE,10,Hindi/English/Marathi,98219946215,trisha22@example.com,38 Vig Ganj,Sethi Ganj,Street,Mumbai,Mumbai,Maharashtra,India,468467,2014-09-24,Urban,Life,SM1049,607094513624
2025-07-29,AG1117,Siya Basu,M,1978-10-03,VOTER-E463808,LIC/Ka/74689,2024-11-26,2028-01-29,CO,LFE,3,Hindi/English/Kannada,99786026918,siya19@example.com,H.No. 04 Tata Zila,Swamy Ganj,Street,Bangalore,Bangalore,Karnataka,India,567009,2022-04-24,Urban,Combo,SM1039,575831213297
2025-07-29,AG1118,Onkar Subramanian,F,1967-11-19,ADHAR-5695-4417-8622,LIC/Ta/30782,2025-06-11,2028-03-06,BO,GEN,11,Hindi/English/Tamil,98282493360,onkar43@example.com,112 Yohannan Ganj,Kapur Nagar,Street,Madurai,Madurai,Tamil Nadu,India,607248,2014-01-26,Urban,Combo,SM1038,301402408140
2025-07-29,AG1119,Prisha Brahmbhatt,M,1972-07-16,UID-811380300085,LIC/De/96243,2020-01-01,2029-05-28,MI,HLT,13,Hindi/English,98845898190,prisha67@example.com,H.No. 58- Sibal Path,Kalla Nagar,Street,New Delhi,New Delhi,Delhi,India,110079,2012-04-24,Urban,Combo,SM1011,336763078112
2025-07-29,AG1120,Nirvaan Ramanathan,M,1967-11-10,UID-480686323105,LIC/Ta/96925,2024-12-06,2026-03-30,CO,LFE,10,Hindi/English/Tamil,98906154273,nirvaan94@example.com,77/738 Zachariah,Divan Path,Street,Madurai,Madurai,Tamil Nadu,India,617507,2014-11-22,Urban,Health,SM1029,464967168620
2025-07-29,AG1121,Vaibhav Varughese,M,1977-11-27,ADHAR-2667-5929-1322,LIC/Ma/79283,2021-07-05,2029-04-13,CO,GEN,12,Hindi/English/Marathi,97917814289,vaibhav40@example.com,51 Subramaniam Road,Bawa Street,Street,Mumbai,Mumbai,Maharashtra,India,460616,2012-09-26,Urban,Life,SM1038,216318653056
2025-07-29,AG1122,Mohanlal Chandran,F,1980-09-02,ADHAR-7392-7081-4374,LIC/Ka/91192,2014-06-11,2026-02-22,IM,GEN,16,Hindi/English/Kannada,98704364077,mohanlal64@example.com,68- Dara Nagar,Choudhury Nagar,Street,Mysore,Mysore,Karnataka,India,578923,2008-12-07,Urban,Motor,SM1017,694304129249
2025-07-29,AG1123,Himmat Ahluwalia,F,2001-08-09,ADHAR-4615-1638-8068,LIC/Ka/60103,2024-12-08,2027-11-03,BO,HLT,1,Hindi/English/Kannada,99201729788,himmat42@example.com,03- Grewal Zila,Barad Zila,Street,Mysore,Mysore,Karnataka,India,581363,2024-02-09,Urban,Life,SM1020,048474765671
2025-07-29,AG1124,Advik Saxena,F,1986-01-06,ADHAR-6865-9527-2253,LIC/Ka/33170,2021-05-03,2030-05-10,IM,LFE,15,Hindi/English/Kannada,97096466610,advik57@example.com,55- Dube Circle,Mann Circle,Street,Bangalore,Bangalore,Karnataka,India,563856,2009-12-28,Rural,Health,SM1020,249465989005
2025-07-29,AG1125,Bhamini Krishnamurthy,M,1969-08-12,VOTER-B294533,LIC/Ma/45314,2025-04-18,2029-07-09,IM,GEN,0,Hindi/English/Marathi,98181193183,bhamini99@example.com,H.No. 89- Jayaraman Chowk,Deshmukh Circle,Street,Mumbai,Mumbai,Maharashtra,India,482451,2025-03-22,Urban,Combo,SM1039,030475899630
2025-07-29,AG1126,Heer Krishnan,M,1971-10-15,ADHAR-8436-2437-8016,LIC/De/71309,2012-04-02,2025-11-29,BO,GEN,18,Hindi/English,99707581295,heer91@example.com,51- Sangha Road,Bhatt Ganj,Street,New Delhi,New Delhi,Delhi,India,110010,2006-12-24,Urban,Life,SM1042,740226456584
2025-07-29,AG1127,Zain Rajagopal,F,1980-05-20,VOTER-D419950,LIC/Ta/37219,2020-08-11,2030-02-13,MI,HLT,18,Hindi/English/Tamil,97800430499,zain58@example.com,51- Mallick Path,Wason Road,Street,Coimbatore,Coimbatore,Tamil Nadu,India,617540,2006-10-23,Urban,Life,SM1037,274116600546
2025-07-29,AG1128,Emir Biswas,M,2002-08-06,VOTER-E722896,LIC/De/82690,2012-12-06,2029-09-18,BO,GEN,19,Hindi/English,99364199837,emir29@example.com,H.No. 182 Kade Zila,Sampath Nagar,Street,New Delhi,New Delhi,Delhi,India,110072,2006-05-05,Urban,Combo,SM1040,787211413182
2025-07-29,AG1129,Romil Sandhu,F,1986-01-17,UID-257873595021,LIC/Ta/48431,2017-12-25,2026-10-23,CO,HLT,11,Hindi/English/Tamil,99175555384,romil82@example.com,55/86- Wadhwa Chowk,Sood Circle,Street,Madurai,Madurai,Tamil Nadu,India,653431,2013-11-24,Urban,Life,SM1009,687824162986
2025-07-29,AG1130,Baiju Kara,M,1998-07-08,VOTER-D976829,LIC/Ka/77436,2014-04-25,2027-06-29,CO,HLT,15,Hindi/English/Kannada,97372682420,baiju52@example.com,H.No. 039 Sha Circle,Banerjee Circle,Street,Mysore,Mysore,Karnataka,India,578289,2009-08-23,Urban,Health,SM1029,403125283225
2025-07-29,AG1131,Arnav Rana,M,1989-05-16,UID-815394841619,LIC/De/29741,2020-03-11,2029-02-16,MI,LFE,9,Hindi/English,97861091393,arnav56@example.com,30- Bora Marg,Chander Ganj,Street,New Delhi,New Delhi,Delhi,India,110062,2016-03-05,Rural,Health,SM1003,639199875885
2025-07-29,AG1132,Indrans Dave,M,1969-03-06,ADHAR-9888-9417-5382,LIC/Ka/27515,2024-06-30,2028-06-21,BO,GEN,1,Hindi/English/Kannada,98291542852,indrans91@example.com,25/763 Dewan Path,Sundaram Marg,Street,Mysore,Mysore,Karnataka,India,576579,2024-01-21,Urban,Health,SM1038,630502916612
2025-07-29,AG1133,Shayak Rao,F,1986-06-25,UID-688866119250,LIC/De/98962,2014-08-19,2029-05-14,MI,GEN,12,Hindi/English,99684607080,shayak68@example.com,H.No. 831 Ram Chowk,Tara Path,Street,New Delhi,New Delhi,Delhi,India,110085,2012-09-26,Urban,Motor,SM1023,702520294044
2025-07-29,AG1134,Badal Sharma,M,2000-09-07,ADHAR-1762-8582-3678,LIC/We/87797,2022-07-02,2029-04-19,MI,HLT,5,Hindi/English/Bengali,97507832365,badal46@example.com,116 Dugar Chowk,Mannan Circle,Street,Howrah,Howrah,West Bengal,India,751616,2020-06-26,Rural,Health,SM1017,682498858598
2025-07-29,AG1135,Purab Mander,F,1973-11-05,UID-327500474361,LIC/Ma/75820,2020-03-13,2029-01-25,IM,LFE,19,Hindi/English/Marathi,98210110850,purab61@example.com,99/06 Grover Marg,Ravel Circle,Street,Nagpur,Nagpur,Maharashtra,India,477347,2005-08-31,Urban,Life,SM1029,933484017410
2025-07-29,AG1136,Stuvan Kashyap,F,1967-05-02,ADHAR-6732-5985-4175,LIC/Ma/82558,2012-08-19,2026-09-09,IM,LFE,13,Hindi/English/Marathi,97037373215,stuvan79@example.com,H.No. 29 Bedi Road,Chadha Nagar,Street,Mumbai,Mumbai,Maharashtra,India,433433,2011-11-10,Rural,Life,SM1041,558411669648
2025-07-29,AG1137,Keya Gill,M,1994-08-10,VOTER-B566914,LIC/Ka/78035,2020-03-30,2025-08-25,CO,HLT,12,Hindi/English/Kannada,99703569736,keya88@example.com,77/37 Lal Ganj,Malhotra Marg,Street,Mysore,Mysore,Karnataka,India,581402,2012-12-13,Urban,Health,SM1013,512697675926
2025-07-29,AG1138,Sumer Seth,F,1976-03-23,ADHAR-1815-7244-6842,LIC/We/53646,2024-03-15,2028-01-14,IM,HLT,17,Hindi/English/Bengali,98979538887,sumer30@example.com,455 Sachdeva Nagar,Kota Road,Street,Kolkata,Kolkata,West Bengal,India,746465,2008-06-30,Urban,Health,SM1013,874801209472
2025-07-29,AG1139,Aarush Kala,M,1965-05-14,UID-407196349255,LIC/Ka/71608,2023-03-24,2028-04-25,CO,HLT,9,Hindi/English/Kannada,99740855730,aarush88@example.com,33/37- Cheema Street,Malhotra Zila,Street,Bangalore,Bangalore,Karnataka,India,583450,2016-05-02,Rural,Life,SM1009,194167660642
2025-07-29,AG1140,Anahita Mani,M,1988-08-18,VOTER-C449989,LIC/De/36035,2019-12-31,2027-10-05,IM,LFE,6,Hindi/English,99349484603,anahita58@example.com,H.No. 417 Edwin Street,Gupta Circle,Street,New Delhi,New Delhi,Delhi,India,110081,2019-07-31,Rural,Combo,SM1002,027657977251
2025-07-29,AG1141,Alisha Khatri,M,1975-11-04,VOTER-A910336,LIC/We/49849,2023-05-22,2028-11-08,BO,GEN,12,Hindi/English/Bengali,97522378867,alisha56@example.com,H.No. 843 De Road,Sant Chowk,Street,Howrah,Howrah,West Bengal,India,770160,2013-06-07,Urban,Health,SM1045,904274656123
2025-07-29,AG1142,Bhavin Bahl,M,2002-08-05,UID-677330020293,LIC/Ta/39644,2020-01-12,2026-09-10,MI,HLT,11,Hindi/English/Tamil,97897286750,bhavin67@example.com,05/682- Sibal Path,Sandal Chowk,Street,Madurai,Madurai,Tamil Nadu,India,620241,2014-01-14,Urban,Motor,SM1012,761974194613
2025-07-29,AG1143,Dharmajan Sankaran,F,1998-04-01,ADHAR-6138-2510-5149,LIC/Ma/11963,2016-03-04,2029-06-21,BO,GEN,18,Hindi/English/Marathi,99305078960,dharmajan89@example.com,89 Ganesh Path,Shroff,Street,Nagpur,Nagpur,Maharashtra,India,447359,2007-07-18,Urban,Motor,SM1023,718941485320
2025-07-29,AG1144,Piya Lall,F,1992-10-16,ADHAR-5445-7200-2464,LIC/Ta/25098,2024-01-06,2025-08-19,BO,LFE,6,Hindi/English/Tamil,97854291856,piya36@example.com,H.No. 189 Khosla Path,Chand Ganj,Street,Chennai,Chennai,Tamil Nadu,India,666096,2019-04-26,Urban,Motor,SM1039,867321816516
2025-07-29,AG1145,Anaya Din,F,1986-01-08,UID-818955452546,LIC/We/99321,2024-07-25,2029-05-30,CO,LFE,9,Hindi/English/Bengali,97494901724,anaya99@example.com,63/675- Sagar Street,Srinivasan Marg,Street,Howrah,Howrah,West Bengal,India,775859,2016-03-18,Urban,Health,SM1038,840380890409
2025-07-29,AG1146,Yuvaan Tak,F,1987-02-22,ADHAR-7216-6416-7187,LIC/De/27716,2021-11-02,2028-01-30,BO,LFE,9,Hindi/English,99215813997,yuvaan11@example.com,74/281 Keer Chowk,Char Road,Street,New Delhi,New Delhi,Delhi,India,110088,2016-01-12,Urban,Motor,SM1047,312316254339
2025-07-29,AG1147,Jayant Boase,M,1965-12-14,UID-181807703782,LIC/Ta/64705,2023-03-19,2030-03-15,PO,LFE,5,Hindi/English/Tamil,98069989679,jayant52@example.com,30- Chaudhry Chowk,Kala Road,Street,Coimbatore,Coimbatore,Tamil Nadu,India,694630,2019-09-02,Urban,Motor,SM1021,938105981592
2025-07-29,AG1148,Hrishita Dasgupta,M,1965-08-14,VOTER-D466963,LIC/De/29404,2021-02-13,2025-11-07,IM,HLT,8,Hindi/English,97350139743,hrishita39@example.com,992- Handa Chowk,Ahuja Marg,Street,New Delhi,New Delhi,Delhi,India,110062,2016-10-14,Rural,Motor,SM1042,295580199018
2025-07-29,AG1149,Lakshit Rastogi,F,1969-10-16,ADHAR-6774-7862-5029,LIC/Ka/21696,2021-08-24,2028-02-05,IM,GEN,14,Hindi/English/Kannada,98072555040,lakshit20@example.com,57 Balakrishnan Zila,Comar Zila,Street,Mysore,Mysore,Karnataka,India,581775,2011-02-21,Urban,Health,SM1018,084725516894
2025-07-29,AG1150,Ishita Korpal,M,1988-05-24,ADHAR-2490-1666-3835,LIC/Ta/98379,2025-01-06,2025-08-28,CO,GEN,2,Hindi/English/Tamil,98952685382,ishita43@example.com,52- Sawhney Path,Varghese Nagar,Street,Coimbatore,Coimbatore,Tamil Nadu,India,664748,2023-02-24,Urban,Motor,SM1004,450019935951
2025-07-29,AG1151,Madhup Brahmbhatt,M,1997-11-07,UID-403366926560,LIC/We/93711,2019-07-13,2029-08-08,PO,HLT,6,Hindi/English/Bengali,98154678991,madhup57@example.com,H.No. 18 Sane Road,Lall Path,Street,Kolkata,Kolkata,West Bengal,India,746046,2018-12-02,Urban,Motor,SM1034,834617128708
2025-07-29,AG1152,Nirvi Chaudhry,F,1976-05-04,VOTER-E195147,LIC/We/41771,2015-09-26,2025-11-30,PO,GEN,11,Hindi/English/Bengali,97071429991,nirvi67@example.com,H.No. 94 Sani Nagar,Dhar Chowk,Street,Howrah,Howrah,West Bengal,India,705383,2013-10-07,Urban,Motor,SM1047,206307541307
2025-07-29,AG1153,Damini Mani,M,1973-08-15,VOTER-E679085,LIC/Ma/14861,2014-02-20,2027-07-30,CO,HLT,13,Hindi/English/Marathi,99238374484,damini38@example.com,523- Brahmbhatt Path,Som Street,Street,Mumbai,Mumbai,Maharashtra,India,465945,2011-10-19,Urban,Motor,SM1046,145282058415
2025-07-29,AG1154,Aradhya Dhillon,M,1969-07-07,UID-645628276467,LIC/Ta/94104,2014-01-28,2030-01-14,MI,HLT,13,Hindi/English/Tamil,99173758797,aradhya95@example.com,45/764 Ravel Street,Sahni Road,Street,Chennai,Chennai,Tamil Nadu,India,673997,2012-02-07,Rural,Motor,SM1039,398161080580
2025-07-29,AG1155,Dhruv Rastogi,M,1966-07-12,UID-129536881973,LIC/De/50471,2022-12-23,2027-05-13,CO,HLT,15,Hindi/English,97458860924,dhruv80@example.com,26/78- Venkataraman Marg,Subramanian Street,Street,New Delhi,New Delhi,Delhi,India,110008,2010-07-30,Rural,Health,SM1001,438914335852
2025-07-29,AG1156,Aayush Rana,F,1999-10-04,VOTER-E225022,LIC/Ta/41453,2025-05-19,2027-12-16,IM,LFE,0,Hindi/English/Tamil,97639604829,aayush96@example.com,06/436 Bhardwaj Street,Sathe Chowk,Street,Coimbatore,Coimbatore,Tamil Nadu,India,663087,2025-03-10,Rural,Health,SM1009,549283009515
2025-07-29,AG1157,Darshit Wali,F,1972-05-19,ADHAR-9357-3195-3925,LIC/We/47960,2025-03-27,2027-06-20,BO,HLT,1,Hindi/English/Bengali,99993083063,darshit14@example.com,60/02- Arya Circle,Sandhu Circle,Street,Howrah,Howrah,West Bengal,India,788685,2024-03-20,Rural,Health,SM1023,972354698599
2025-07-29,AG1158,Mamooty Mammen,M,1987-02-18,UID-555137700949,LIC/Ma/28525,2022-01-11,2029-01-24,IM,LFE,3,Hindi/English/Marathi,98634074640,mamooty54@example.com,H.No. 55 Kohli Road,Kade Street,Street,Pune,Pune,Maharashtra,India,415447,2021-12-21,Rural,Health,SM1023,620592448861
2025-07-29,AG1159,Hunar Sarma,F,1975-04-17,VOTER-D442790,LIC/Ma/32838,2023-05-14,2025-11-05,PO,LFE,3,Hindi/English/Marathi,98389014918,hunar83@example.com,44/702- Iyengar Marg,Rao Chowk,Street,Nagpur,Nagpur,Maharashtra,India,469487,2021-10-09,Urban,Life,SM1044,684657686101
2025-07-29,AG1160,Alia Kadakia,M,1988-10-06,VOTER-E382102,LIC/Ka/70507,2025-07-28,2028-06-19,IM,LFE,0,Hindi/English/Kannada,98943756047,alia14@example.com,35 Sani Zila,Kale Chowk,Street,Mysore,Mysore,Karnataka,India,560689,2025-07-26,Urban,Combo,SM1042,263114545195
