Practitioner_ID,prac_name,prac_license_number,prac_NPI_Number,prac_license_expiry_date,prac_date_of_birth,prac_gender,prac_bank_account_number,prac_contact_number,prac_email_address,prac_practice_address_line1,prac_practice_address_line2,prac_practice_city,prac_practice_state,prac_practice_pincode,prac_primary_specialty,prac_secondary_specialty,prac_taxonomy_code,prac_medical_school,prac_graduation_year,prac_primary_hospital_id,prac_is_solo_practice,prac_onboarding_date,prac_practitioner_status,prac_sanction_history_details,CLAIM_CNT_LT_1M,CLAIM_AMT_LT_1M,CASHLESS_CLAIM_CNT_LT_1M,REIMB_CLAIM_CNT_LT_1M,REJECT_CLAIM_CNT_LT_1M,REJECT_CLAIM_AMT_LT_1M,APPROVE_CLAIM_CNT_LT_1M,APPROVE_CLAIM_AMT_LT_1M,UNIQUE_PATIENTS_CNT_LT_1M,UNIQUE_HOSPITALS_CNT_LT_1M,UNIQUE_AGENTS_CNT_LT_1M,AVG_CONSULTING_FEE_LT_1M,AVG_MEDICINE_FEE_LT_1M,REJECT_REIMB_CLAIM_CNT_LT_1M,REJECT_CSHL_CLAIM_CNT_LT_1M,APPROVE_CASHLESS_CLAIM_CNT_LT_1M,APPROVE_REIMB_CLAIM_CNT_LT_1M,CLAIM_CNT_LT_3M,CLAIM_AMT_LT_3M,CASHLESS_CLAIM_CNT_LT_3M,REIMB_CLAIM_CNT_LT_3M,REJECT_CLAIM_CNT_LT_3M,REJECT_CLAIM_AMT_LT_3M,APPROVE_CLAIM_CNT_LT_3M,APPROVE_CLAIM_AMT_LT_3M,UNIQUE_PATIENTS_CNT_LT_3M,UNIQUE_HOSPITALS_CNT_LT_3M,UNIQUE_AGENTS_CNT_LT_3M,AVG_CONSULTING_FEE_LT_3M,AVG_MEDICINE_FEE_LT_3M,REJECT_REIMB_CLAIM_CNT_LT_3M,REJECT_CSHL_CLAIM_CNT_LT_3M,APPROVE_CASHLESS_CLAIM_CNT_LT_3M,APPROVE_REIMB_CLAIM_CNT_LT_3M,CLAIM_CNT_LT_6M,CLAIM_AMT_LT_6M,CASHLESS_CLAIM_CNT_LT_6M,REIMB_CLAIM_CNT_LT_6M,REJECT_CLAIM_CNT_LT_6M,REJECT_CLAIM_AMT_LT_6M,APPROVE_CLAIM_CNT_LT_6M,APPROVE_CLAIM_AMT_LT_6M,UNIQUE_PATIENTS_CNT_LT_6M,UNIQUE_HOSPITALS_CNT_LT_6M,UNIQUE_AGENTS_CNT_LT_6M,AVG_CONSULTING_FEE_LT_6M,AVG_MEDICINE_FEE_LT_6M,REJECT_REIMB_CLAIM_CNT_LT_6M,REJECT_CSHL_CLAIM_CNT_LT_6M,APPROVE_CASHLESS_CLAIM_CNT_LT_6M,APPROVE_REIMB_CLAIM_CNT_LT_6M,CLAIM_CNT_YR_1,CLAIM_AMT_YR_1,CASHLESS_CLAIM_CNT_YR_1,REIMB_CLAIM_CNT_YR_1,REJECT_CLAIM_CNT_YR_1,REJECT_CLAIM_AMT_YR_1,APPROVE_CLAIM_CNT_YR_1,APPROVE_CLAIM_AMT_YR_1,UNIQUE_PATIENTS_CNT_YR_1,UNIQUE_HOSPITALS_CNT_YR_1,UNIQUE_AGENTS_CNT_YR_1,AVG_CONSULTING_FEE_YR_1,AVG_MEDICINE_FEE_YR_1,REJECT_REIMB_CLAIM_CNT_YR_1,REJECT_CSHL_CLAIM_CNT_YR_1,APPROVE_CASHLESS_CLAIM_CNT_YR_1,APPROVE_REIMB_CLAIM_CNT_YR_1,CLAIM_CNT_YR_2,CLAIM_AMT_YR_2,CASHLESS_CLAIM_CNT_YR_2,REIMB_CLAIM_CNT_YR_2,REJECT_CLAIM_CNT_YR_2,REJECT_CLAIM_AMT_YR_2,APPROVE_CLAIM_CNT_YR_2,APPROVE_CLAIM_AMT_YR_2,UNIQUE_PATIENTS_CNT_YR_2,UNIQUE_HOSPITALS_CNT_YR_2,UNIQUE_AGENTS_CNT_YR_2,AVG_CONSULTING_FEE_YR_2,AVG_MEDICINE_FEE_YR_2,REJECT_REIMB_CLAIM_CNT_YR_2,REJECT_CSHL_CLAIM_CNT_YR_2,APPROVE_CASHLESS_CLAIM_CNT_YR_2,APPROVE_REIMB_CLAIM_CNT_YR_2,CLAIM_CNT_YR_3,CLAIM_AMT_YR_3,CASHLESS_CLAIM_CNT_YR_3,REIMB_CLAIM_CNT_YR_3,REJECT_CLAIM_CNT_YR_3,REJECT_CLAIM_AMT_YR_3,APPROVE_CLAIM_CNT_YR_3,APPROVE_CLAIM_AMT_YR_3,UNIQUE_PATIENTS_CNT_YR_3,UNIQUE_HOSPITALS_CNT_YR_3,UNIQUE_AGENTS_CNT_YR_3,AVG_CONSULTING_FEE_YR_3,AVG_MEDICINE_FEE_YR_3,REJECT_REIMB_CLAIM_CNT_YR_3,REJECT_CSHL_CLAIM_CNT_YR_3,APPROVE_CASHLESS_CLAIM_CNT_YR_3,APPROVE_REIMB_CLAIM_CNT_YR_3,AVG_CLAIM_AMT_LT_1M,AVG_APPR_CLAIM_AMT_LT_1M,AVG_CLAIM_AMT_LT_3M,AVG_APPR_CLAIM_AMT_LT_3M,AVG_CLAIM_AMT_LT_6M,AVG_APPR_CLAIM_AMT_LT_6M,AVG_CLAIM_AMT_YR_1,AVG_APPR_CLAIM_AMT_YR_1,AVG_CLAIM_AMT_YR_2,AVG_APPR_CLAIM_AMT_YR_2,AVG_CLAIM_AMT_YR_3,AVG_APPR_CLAIM_AMT_YR_3,MEMBER_BANKMATCH_FLG
PRAC-1102,Rasha Mallick,MCI/MAH/50274,7682212050,2026-11-20,1967-06-14,Female,373683718906,98043350033,rasha.doc32@clinic.com,H.No. 634- Balan Path,0,Mumbai,Maharashtra,420220,Orthopedic Surgery,Oncology,207X00000X,Kasturba Medical College,1996,HOSP-0027,N,2008-11-26,Active,0,1.0,1003650.29,1.0,0.0,0.0,0.0,1.0,992650.7,1.0,1.0,1.0,333814.01,328069.18,0.0,0.0,1.0,0.0,2.0,1821712.28,2.0,0.0,0.0,0.0,2.0,1602073.21,2.0,2.0,2.0,185702.66,318542.05,0.0,0.0,2.0,0.0,4,4263134.51,4,0,0,0.0,4,3839121.23,4,4,4,320649.165,202321.57249999998,0.0,0.0,4,0,8,5885040.140000001,6,2,0,0.0,8,5201587.95,8,7,8,196667.71,153948.33625,0.0,0.0,6,2,63,44807710.56,46,17,5,1421864.11,50,33194326.29,63,34,53,145245.78253968255,111645.38206349207,1.0,4.0,36,14,32,29731254.98,27,5,2,5461223.83,29,18902560.86,32,25,32,187679.8878125,231531.17906249998,0.0,2.0,24,5,1003650.29,992650.7,910856.14,801036.605,1065783.6275,959780.3075,735630.0175000001,650198.49375,711233.500952381,663886.5258,929101.718125,651812.4434482758,0
PRAC-1103,Shayak Singh,MCI/DEL/48217,2196892536,2027-04-13,1962-02-18,Other,458958819618,98335372818,shayak.doc15@clinic.com,16- Borde Zila,0,New Delhi,Delhi,110000,Cardiology,Dermatology,207R00000X,Armed Forces Medical College,1987,HOSP-0030,Y,2008-08-24,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,979581.73,1.0,2.0,0.0,0.0,3.0,870067.46,3.0,3.0,3.0,47627.22,109484.47999999998,0.0,0.0,1.0,2.0,7,4771833.850000001,4,3,0,0.0,7,3869408.9699999997,7,7,7,84343.46714285715,94368.09999999999,0.0,0.0,4,3,12,7686301.98,8,4,0,0.0,12,6654926.72,12,12,12,98183.7725,86764.78583333333,0.0,0.0,8,4,58,40801981.0,38,20,3,778810.5599999999,50,31907389.48,58,34,50,142343.6503448276,132438.96465517243,1.0,2.0,33,17,38,21290909.18,30,8,4,821020.48,27,13205607.51,38,26,35,99960.38157894737,95525.61368421052,0.0,4.0,21,6,0.0,0.0,326527.24333333335,290022.48666666663,681690.55,552772.71,640525.165,554577.2266666667,703482.4310344828,638147.7896,560287.0836842105,489096.57444444444,0
PRAC-1104,Alia Gole,MCI/KAR/33558,5319937406,2028-04-17,1987-05-20,Other,477097816653,98329322328,alia.doc15@clinic.com,42/11 Ghosh Path,Chatterjee Zila,Mysore,Karnataka,579943,Orthopedic Surgery,General Practice,207X00000X,All India Institute of Medical Sciences,2016,HOSP-0038,N,2019-05-13,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,782296.36,2.0,1.0,0.0,0.0,3.0,683826.14,3.0,3.0,3.0,32680.073333333334,71461.32333333333,0.0,0.0,2.0,1.0,11,5797331.23,9,2,0,0.0,9,3110688.66,11,11,11,47453.74909090909,138877.24909090908,0.0,0.0,7,2,18,8774441.24,11,7,1,31071.69,15,5753086.88,18,15,17,66799.10055555556,120689.04388888889,1.0,0.0,9,6,58,34590969.49,50,8,6,4650466.109999999,50,22174678.12,58,30,51,116552.2948275862,120390.91431034483,2.0,4.0,44,6,32,14331467.22,24,8,2,909274.97,29,10415391.700000001,32,23,28,71355.0040625,83303.110625,1.0,1.0,22,7,0.0,0.0,260765.45333333334,227942.04666666666,527030.1118181818,345632.07333333336,487468.9577777778,383539.12533333333,596396.0256896552,443493.5624,447858.350625,359151.43793103454,0
PRAC-1105,Eva Bhasin,MCI/MAH/27704,7016129140,2025-12-18,1964-11-26,Other,104734986331,99385897699,eva.doc33@clinic.com,H.No. 915 Contractor Zila,0,Mumbai,Maharashtra,439243,Pediatrics,General Surgery,208000000X,All India Institute of Medical Sciences,1990,HOSP-0037,Y,2002-08-08,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,310109.32,0.0,1.0,0.0,0.0,1.0,256717.87,1.0,1.0,1.0,63902.32,165749.71,0.0,0.0,0.0,1.0,7,11429473.98,4,3,0,0.0,7,9280243.9,7,7,7,264542.0714285714,348208.33285714284,0.0,0.0,4,3,9,12435554.15,5,4,0,0.0,9,10072426.33,9,8,9,226751.37111111113,301503.2533333333,0.0,0.0,5,4,60,36375271.0,45,15,4,4393801.42,53,25831073.189999998,60,34,51,137285.86066666667,109658.85,0.0,4.0,40,13,22,15235953.67,17,5,4,2669965.0,17,10835835.75,22,16,20,172876.55772727274,101260.76454545454,2.0,2.0,14,3,0.0,0.0,310109.32,256717.87,1632781.9971428572,1325749.1285714286,1381728.2388888889,1119158.4811111111,606254.5166666667,487378.7394339622,692543.3486363636,637402.1029411765,0
PRAC-1106,Ryan Kanda,MCI/MAH/15037,3962426842,2025-11-14,1995-06-23,Female,429319876458,98442579625,ryan.doc5@clinic.com,H.No. 584- Acharya Nagar,0,Pune,Maharashtra,411473,General Practice,Dermatology,208D00000X,Kasturba Medical College,2023,HOSP-0020,Y,2025-01-13,Active,0,1.0,4871333.53,1.0,0.0,0.0,0.0,1.0,3599218.63,1.0,1.0,1.0,1895473.05,1356499.97,0.0,0.0,1.0,0.0,3.0,5230684.8100000005,3.0,0.0,0.0,0.0,2.0,3782887.83,3.0,3.0,3.0,638546.0033333333,470626.47,0.0,0.0,2.0,0.0,8,8568873.35,7,1,0,0.0,5,5113444.45,8,7,8,364111.0725,252844.4375,0.0,0.0,5,0,13,12737156.610000001,11,2,0,0.0,10,8727338.38,13,12,12,322070.44692307693,219446.02923076923,0.0,0.0,9,1,50,27473339.18,40,10,2,33628.75,41,19611008.24,50,34,47,120744.4154,119309.9662,1.0,1.0,33,8,35,23065021.419999998,23,12,3,2058217.94,30,18191947.87,35,25,33,135459.20914285714,117979.292,0.0,3.0,18,12,4871333.53,3599218.63,1743561.6033333335,1891443.915,1071109.16875,1022688.89,979781.2776923078,872733.8380000001,549466.7836,478317.2741463414,659000.612,606398.2623333334,0
PRAC-1107,Fateh Kohli,MCI/MAH/44816,9324016553,2027-11-21,1978-04-03,Male,898004026800,99806902783,fateh.doc8@clinic.com,33/211- Sood Circle,Rattan Street,Pune,Maharashtra,421555,Oncology,General Practice,207R00000X,Christian Medical College,2006,HOSP-0036,Y,2009-09-05,Active,0,1.0,651854.69,1.0,0.0,0.0,0.0,1.0,458063.95,1.0,1.0,1.0,209761.46,1257.29,0.0,0.0,1.0,0.0,3.0,1870729.8199999998,3.0,0.0,0.0,0.0,3.0,1452410.43,3.0,3.0,3.0,172480.3,61874.57666666667,0.0,0.0,3.0,0.0,9,6208072.94,9,0,0,0.0,9,5238834.26,9,9,9,155370.97666666668,140789.32444444444,0.0,0.0,9,0,11,11258822.469999999,11,0,0,0.0,11,8931381.42,11,11,11,136826.98636363636,280662.8572727273,0.0,0.0,11,0,60,42284450.27,49,11,1,33739.35,54,35466974.69,60,34,56,133078.98383333333,145501.14516666668,0.0,1.0,43,11,31,28708164.21,23,8,1,163038.98,28,23440974.529999997,31,23,28,205677.29612903224,190934.56129032257,0.0,1.0,20,8,651854.69,458063.95,623576.6066666666,484136.81,689785.8822222223,582092.6955555555,1023529.3154545453,811943.7654545455,704740.8378333334,656795.8275925926,926069.8132258065,837177.6617857142,0
PRAC-1108,Aaryahi Lal,MCI/WES/66245,3897337460,2028-11-16,1962-12-23,Female,796929611496,99875968730,aaryahi.doc50@clinic.com,493 Kashyap Zila,Jhaveri Circle,Kolkata,West Bengal,733943,Cardiology,Pediatrics,207R00000X,Christian Medical College,1988,HOSP-0015,N,2021-06-02,Active,0,3.0,674257.56,0.0,3.0,0.0,0.0,3.0,1680003.31,3.0,1.0,1.0,35153.02,67451.18666666666,0.0,0.0,0.0,3.0,4.0,2484350.79,1.0,3.0,0.0,0.0,4.0,3309197.91,4.0,2.0,2.0,141718.635,148738.93,0.0,0.0,1.0,3.0,5,2556977.08,2,3,0,0.0,4,3309197.91,5,3,3,114575.05999999998,122723.74799999999,0.0,0.0,1,3,9,4141624.59,3,6,0,0.0,7,4313070.390000001,9,6,7,87790.51555555555,104929.50333333334,0.0,0.0,1,6,49,26708426.62,34,15,1,388537.57,47,22426120.12,49,31,47,88219.03571428571,136133.83775510202,0.0,1.0,32,15,35,21111848.36,27,8,2,1101527.16,31,16716543.08,35,26,32,143012.57571428572,79318.412,0.0,2.0,23,8,224752.52000000002,560001.1033333334,621087.6975,827299.4775,511395.416,827299.4775,460180.51,616152.912857143,545069.9310204082,477151.4919148936,603195.6674285714,539243.3251612904,0
PRAC-1109,Mahika Bandi,MCI/MAH/79898,9612653817,2030-07-04,1969-04-06,Other,875536798305,97412909005,mahika.doc14@clinic.com,10 Rout Zila,Biswas Street,Mumbai,Maharashtra,472258,Neurology,0,2084N0400X,JIPMER,1996,HOSP-0001,Y,2015-05-06,Active,0,1.0,4841937.2,0.0,1.0,0.0,0.0,1.0,4103138.67,1.0,1.0,1.0,2195568.33,1740323.94,0.0,0.0,0.0,1.0,3.0,7920440.17,2.0,1.0,0.0,0.0,3.0,6736876.83,3.0,3.0,3.0,888769.3233333332,742997.5833333334,0.0,0.0,2.0,1.0,8,11806089.86,4,4,0,0.0,8,9940173.68,8,6,8,422042.18375,361021.94499999995,0.0,0.0,4,4,14,19296641.54,10,4,1,698870.64,11,14465424.809999999,14,11,13,370828.7728571429,308909.41571428574,0.0,1.0,7,4,71,40953882.91,49,22,11,7621029.200000001,58,26669871.36,68,36,63,125516.26436619718,120320.84267605635,5.0,6.0,41,17,32,20638692.73,26,6,2,1004841.9199999999,30,16605723.709999999,32,26,29,146091.9128125,141853.07749999998,0.0,2.0,24,6,4841937.2,4103138.67,2640146.723333333,2245625.61,1475761.2325,1242521.71,1378331.5385714285,1315038.619090909,576815.2522535211,459825.36827586207,644959.1478125,553524.1236666667,0
PRAC-1110,Renee Keer,MCI/WES/88226,3934967357,2027-11-25,1989-03-09,Female,255369089544,99205748694,renee.doc31@clinic.com,084 Chowdhury Chowk,0,Kolkata,West Bengal,799767,Oncology,Orthopedic Surgery,207R00000X,Christian Medical College,2014,HOSP-0029,Y,2022-07-16,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2703148.02,1.0,3.0,1.0,1267057.47,3.0,1219428.75,4.0,4.0,4.0,137084.06,161986.02,0.0,1.0,0.0,3.0,11,7411056.3100000005,7,4,1,1267057.47,10,5231341.03,11,11,11,98960.82636363637,170213.92727272728,0.0,1.0,6,4,14,9634159.81,10,4,1,1267057.47,13,6974413.0,14,13,13,127995.79214285714,169909.2714285714,0.0,1.0,9,4,49,34582039.88,34,15,2,570746.5900000001,41,19984000.27,49,32,44,152630.47653061224,132949.55918367347,0.0,2.0,28,13,32,20249417.62,26,6,3,429935.37,28,16201750.97,32,22,29,123678.8371875,137460.14781249998,1.0,2.0,24,4,0.0,0.0,675787.005,406476.25,673732.3918181818,523134.103,688154.2721428572,536493.3076923077,705755.9159183674,487414.64073170733,632794.300625,578633.9632142858,0
PRAC-1111,Hansh Chopra,MCI/KAR/94015,6054758251,2029-05-29,1960-09-23,Female,310698195944,99631868839,hansh.doc11@clinic.com,H.No. 01- Bhatt Path,Batta Circle,Mysore,Karnataka,577795,General Surgery,0,208600000X,Kasturba Medical College,1988,HOSP-0020,Y,1997-08-11,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2039417.11,3.0,0.0,0.0,0.0,2.0,1037293.6299999999,3.0,3.0,3.0,158224.29666666666,200106.51,0.0,0.0,2.0,0.0,15,13118988.44,14,1,1,4619069.41,12,6145763.09,15,13,15,98093.03133333333,163691.53399999999,0.0,1.0,11,1,16,13904464.59,15,1,1,4619069.41,12,6145763.09,16,13,16,94206.75875,182248.06375,0.0,1.0,11,1,56,40807499.27,42,14,4,3520709.4699999997,48,28145651.44,54,34,48,127978.91535714285,170159.44160714286,1.0,3.0,36,12,30,13335156.36,27,3,1,1095335.3,27,9499141.54,30,22,26,80116.20166666666,94509.084,0.0,1.0,24,3,0.0,0.0,679805.7033333334,518646.81499999994,874599.2293333333,512146.92416666663,869029.036875,512146.92416666663,728705.3441071429,586367.7383333334,444505.212,351820.057037037,0
PRAC-1112,Drishya Choudhury,MCI/MAH/52538,3960444397,2027-12-05,1963-10-04,Male,930378377425,99952715624,drishya.doc47@clinic.com,466- Loke Chowk,0,Pune,Maharashtra,472295,General Practice,General Surgery,208D00000X,Maulana Azad Medical College,1991,HOSP-0021,N,2023-10-30,Active,0,2.0,412319.73,2.0,0.0,0.0,0.0,2.0,88619.2,2.0,2.0,2.0,54694.985,43798.84,0.0,0.0,2.0,0.0,3.0,758310.44,3.0,0.0,0.0,0.0,3.0,385012.2,3.0,3.0,3.0,46779.22666666666,70909.14,0.0,0.0,3.0,0.0,5,1584762.57,4,1,0,0.0,5,981982.23,5,5,5,63705.68000000001,99578.61000000002,0.0,0.0,4,1,8,1743867.42,7,1,1,54840.7,7,1065833.53,8,8,8,41274.4525,65860.32250000001,0.0,1.0,6,1,58,37404303.47,42,16,4,1532213.0299999998,47,27858785.11,58,33,51,119614.63603448277,128574.48948275862,1.0,3.0,34,13,23,20789534.69,17,6,3,1163620.65,18,15610242.09,23,19,22,201291.67608695652,121929.33652173913,1.0,2.0,13,5,206159.865,44309.6,252770.14666666664,128337.40000000001,316952.514,196396.446,217983.4275,152261.93285714285,644901.7839655172,592740.1087234042,903892.8126086957,867235.6716666666,0
PRAC-1113,Jhanvi Sha,MCI/WES/79775,5907555453,2026-09-14,1969-10-26,Male,202421195278,98191349124,jhanvi.doc27@clinic.com,674- Goyal Nagar,0,Howrah,West Bengal,722434,Oncology,Pediatrics,207R00000X,JIPMER,1998,HOSP-0035,Y,2008-07-10,Active,0,1.0,223037.9,0.0,1.0,0.0,0.0,1.0,332243.73,1.0,1.0,1.0,47712.16,10012.36,0.0,0.0,0.0,1.0,4.0,5803280.74,2.0,2.0,1.0,404881.09,3.0,5114748.76,4.0,4.0,4.0,351260.3975,358089.31749999995,0.0,1.0,1.0,2.0,10,6741753.86,7,3,2,479305.34,6,5716782.79,10,10,10,168341.152,160160.906,0.0,2.0,3,3,12,6844809.73,8,4,3,495610.84,7,5789771.66,12,11,12,140719.75,135189.6525,0.0,3.0,3,4,48,36862739.49,42,6,6,2388398.44,37,26527003.04,48,29,39,160290.74041666667,163153.51645833332,0.0,6.0,32,5,25,11541199.68,20,5,1,493640.13,24,9405849.21,25,16,24,87562.9224,103882.09240000001,0.0,1.0,19,5,223037.9,332243.73,1450820.185,1704916.2533333332,674175.386,952797.1316666667,570400.8108333334,827110.2371428572,767973.739375,716946.0281081081,461647.9872,391910.38375000004,0
PRAC-1114,Oorja Som,MCI/WES/19430,7191862639,2029-06-14,1990-07-28,Other,606568520111,99057945041,oorja.doc34@clinic.com,620- Deo Circle,0,Howrah,West Bengal,751281,Dermatology,General Practice,207N00000X,Armed Forces Medical College,2016,HOSP-0009,N,2023-12-30,Under Review,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,823238.19,1.0,0.0,0.0,0.0,1.0,617224.17,1.0,1.0,1.0,183610.35,220014.6,0.0,0.0,1.0,0.0,9,5891547.2299999995,6,3,0,0.0,9,5096626.13,9,8,9,54415.10555555556,139118.36666666667,0.0,0.0,6,3,11,6812347.01,7,4,0,0.0,11,5926895.1,11,10,11,68262.09727272727,130369.32818181817,0.0,0.0,7,4,53,36189611.96,43,10,2,312926.72,44,28336576.61,53,32,44,143672.26283018867,129252.87867924529,0.0,2.0,34,10,24,16337391.620000001,18,6,2,771637.44,20,12008527.11,24,19,24,112096.86499999999,135373.82458333333,1.0,1.0,16,4,0.0,0.0,823238.19,617224.17,654616.3588888888,566291.7922222222,619304.2736363636,538808.6454545454,682822.8671698114,644013.1047727272,680724.6508333334,600426.3555,0
PRAC-1115,Yuvraj  Sathe,MCI/DEL/23739,2395005168,2026-07-06,1968-06-25,Male,321960813265,97846522007,yuvraj.doc31@clinic.com,86/62 Johal Street,Divan Marg,New Delhi,Delhi,110000,Dermatology,Orthopedic Surgery,207N00000X,JIPMER,1993,HOSP-0044,N,2021-09-03,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,153848.72,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,59471.86,8262.59,0.0,0.0,0.0,0.0,6,1748032.36,6,0,1,885085.29,3,465741.77,6,6,6,107307.83833333333,32695.245,0.0,1.0,3,0,8,2115889.74,6,2,1,885085.29,5,751854.24,8,8,8,87224.86374999999,38388.978749999995,0.0,1.0,3,2,56,33262003.19,47,9,0,0.0,52,23432152.73,56,34,50,102349.83160714286,156867.86732142858,0.0,0.0,43,9,24,20342456.48,16,8,1,190361.19,21,15703110.57,24,22,21,197931.89375000002,164816.75041666665,0.0,1.0,13,8,0.0,0.0,153848.72,0.0,291338.7266666667,155247.25666666668,264486.2175,150370.848,593964.3426785715,450618.32173076924,847602.3533333334,747767.17,0
PRAC-1116,Riaan Chad,MCI/DEL/99652,8996594469,2026-03-28,1962-08-01,Other,500282307700,99611451539,riaan.doc17@clinic.com,H.No. 10- Kala Circle,Lad Circle,New Delhi,Delhi,110052,General Surgery,Pediatrics,208600000X,All India Institute of Medical Sciences,1987,HOSP-0044,N,2013-08-13,Active,0,1.0,438500.15,1.0,0.0,0.0,0.0,1.0,382663.77,1.0,1.0,1.0,101341.05,69218.86,0.0,0.0,1.0,0.0,3.0,1849177.17,3.0,0.0,0.0,0.0,3.0,1675118.5100000002,3.0,3.0,3.0,139025.30333333332,150579.45666666667,0.0,0.0,3.0,0.0,10,6809973.53,9,1,1,603871.71,8,4787716.53,10,9,10,154396.752,158184.826,1.0,0.0,8,0,15,9956043.24,11,4,2,896906.73,12,7346103.16,15,14,15,143221.87333333335,145075.644,1.0,1.0,9,3,66,35787402.09,44,22,9,4213465.600000001,52,25538260.07,66,37,53,118454.68636363636,88137.48424242424,3.0,6.0,35,17,33,18404997.47,20,13,1,162460.27,30,14786431.870000001,33,23,29,135556.7384848485,100718.71212121213,0.0,1.0,19,11,438500.15,382663.77,616392.39,558372.8366666668,680997.353,598464.56625,663736.216,612175.2633333333,542233.3650000001,491120.3859615385,557727.196060606,492881.06233333336,0
PRAC-1117,Priyansh Handa,MCI/KAR/85983,9728967343,2030-05-12,1974-11-29,Other,650622506947,99283832355,priyansh.doc80@clinic.com,79/10 Malhotra Zila,0,Mysore,Karnataka,568242,Neurology,General Practice,2084N0400X,Christian Medical College,1999,HOSP-0004,Y,2008-09-30,Inactive,0,2.0,257229.99,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,28056.71,20931.575,0.0,0.0,1.0,1.0,2.0,257229.99,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,28056.71,20931.575,0.0,0.0,1.0,1.0,8,2633336.8,4,4,0,0.0,8,2031459.8699999999,8,7,7,60339.011249999996,26797.829999999998,0.0,0.0,4,4,11,4791161.71,6,5,0,0.0,11,3841041.54,11,9,10,95651.61454545455,45825.553636363635,0.0,0.0,6,5,51,47380299.61,39,12,5,3370054.87,46,38226201.88,51,31,43,184497.6739215686,192845.01784313726,2.0,3.0,36,10,18,10408313.44,14,4,4,1691908.0699999998,12,6321228.08,18,17,17,120832.95722222222,68952.76277777778,1.0,3.0,9,3,128614.995,0.0,128614.995,0.0,329167.1,253932.48374999998,435560.15545454546,349185.59454545454,929025.4825490196,831004.3886956522,578239.6355555556,526769.0066666667,0
PRAC-1118,Nishith Raja,MCI/TAM/83782,4776859920,2026-10-21,1991-11-05,Other,807834513644,99966635327,nishith.doc8@clinic.com,00/581 Devi Zila,0,Chennai,Tamil Nadu,643879,Dermatology,Orthopedic Surgery,207N00000X,JIPMER,2020,HOSP-0012,Y,2023-10-28,Active,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2644716.44,1.0,1.0,1.0,1305613.78,0.0,0.0,2.0,2.0,2.0,24612.28,247884.05,1.0,0.0,0.0,0.0,8,6287956.19,3,5,1,1305613.78,6,2896353.41,8,8,8,63287.65125,183291.5875,1.0,0.0,2,4,10,6711874.92,5,5,1,1305613.78,8,3274073.83,10,10,10,65345.83400000001,151648.788,1.0,0.0,4,4,54,39162913.22,42,12,6,6066012.649999999,43,24161162.24,54,32,49,148550.6985185185,156269.81703703702,2.0,4.0,33,10,32,15270888.4,22,10,3,1994406.27,28,11443521.75,32,26,27,78246.6640625,92596.910625,0.0,3.0,19,9,0.0,0.0,1322358.22,0.0,785994.52375,482725.56833333336,671187.492,409259.22875,725239.1337037036,561887.4939534883,477215.2625,408697.20535714284,0
