prac_id,prac_name,prac_license_number,prac_NPI_Number,prac_license_expiry_date,prac_date_of_birth,prac_gender,prac_bank_account_number,prac_contact_number,prac_email_address,prac_practice_address_line1,prac_practice_address_line2,prac_practice_city,prac_practice_state,prac_practice_pincode,prac_primary_specialty,prac_secondary_specialty,prac_taxonomy_code,prac_medical_school,prac_graduation_year,prac_primary_hospital_id,prac_is_solo_practice,prac_onboarding_date,prac_practitioner_status,prac_sanction_history_details
PRAC-1084,Onkar Manda,MCI/KAR/95370,0790699676,2030-07-18,1968-03-01,Male,379907953795,97192155374,onkar.doc88@clinic.com,50 Sachar Zila,Joshi Nagar,Mysore,Karnataka,563057,Oncology,,207R00000X,JIPMER,1994,HOSP-0027,Y,2008-08-27,Sanctioned,Eligendi labore repudiandae eos veritatis illum doloribus maiores quo vero dolorem doloribus molestias maiores.
PRAC-1085,Tejas Ram,MCI/TAM/16689,2970282340,2026-07-15,1996-09-07,Female,912808810944,98162113701,tejas.doc88@clinic.com,H.No. 446 Tailor Road,,Madurai,Tamil Nadu,641089,Oncology,Orthopedic Surgery,207R00000X,Maulana Azad Medical College,2023,HOSP-0020,N,2025-01-31,Active,
PRAC-1086,Shamik Soni,MCI/MAH/46329,4085557278,2030-01-26,1976-08-19,Other,992754742612,97170874504,shamik.doc35@clinic.com,215- Singhal Road,,Pune,Maharashtra,402091,Dermatology,General Practice,207N00000X,Armed Forces Medical College,2001,HOSP-0017,Y,2005-12-20,Active,
PRAC-1087,Advika Vala,MCI/WES/36892,3686987287,2027-09-09,1994-03-27,Female,491126617164,99266378781,advika.doc90@clinic.com,52- Rege Nagar,,Kolkata,West Bengal,737837,Neurology,General Surgery,2084N0400X,Kasturba Medical College,2019,HOSP-0036,N,2022-08-17,Under Review,
PRAC-1088,Dhanuk Raj,MCI/MAH/37675,1201442787,2026-06-16,1978-01-12,Male,448306271994,98166227554,dhanuk.doc1@clinic.com,H.No. 99- Devi Chowk,Kibe Zila,Mumbai,Maharashtra,489427,Orthopedic Surgery,General Practice,207X00000X,All India Institute of Medical Sciences,2003,HOSP-0020,N,2013-11-02,Active,
PRAC-1089,Dishani Raja,MCI/WES/93130,5880413384,2030-07-12,1963-09-18,Other,158962336581,97922055264,dishani.doc95@clinic.com,H.No. 871 Gandhi Circle,,Kolkata,West Bengal,749846,General Surgery,Pediatrics,208600000X,All India Institute of Medical Sciences,1988,HOSP-0026,N,1999-09-18,Active,
PRAC-1090,Ritvik Dey,MCI/KAR/15186,5932172441,2025-08-31,1978-10-19,Male,944218597687,99498873340,ritvik.doc74@clinic.com,428 Rout Street,Ram,Bangalore,Karnataka,571584,Dermatology,Orthopedic Surgery,207N00000X,Maulana Azad Medical College,2005,HOSP-0050,N,2020-10-30,Active,
PRAC-1091,Ela Yohannan,MCI/DEL/74198,1051782249,2026-02-17,1990-07-03,Male,446120109165,97568558983,ela.doc47@clinic.com,H.No. 666- Babu Path,,New Delhi,Delhi,110074,Pediatrics,General Surgery,208000000X,Christian Medical College,2017,HOSP-0033,N,2022-04-16,Sanctioned,Autem deserunt similique ex fugiat ab animi nihil quidem voluptates.
PRAC-1092,Zara Boase,MCI/KAR/97683,1485073355,2030-04-24,1987-12-15,Male,583636986213,98152047322,zara.doc5@clinic.com,56/501 Jayaraman Street,Zachariah,Bangalore,Karnataka,572539,Neurology,,2084N0400X,Armed Forces Medical College,2016,HOSP-0028,Y,2025-01-14,Active,
PRAC-1093,Madhup Khatri,MCI/DEL/59830,6644992258,2028-11-28,1962-02-08,Other,309809442631,97732854884,madhup.doc59@clinic.com,09 Borah Street,Verma Street,New Delhi,Delhi,110098,Dermatology,Cardiology,207N00000X,Maulana Azad Medical College,1990,HOSP-0003,Y,1993-08-11,Active,
PRAC-1094,Raunak Kanda,MCI/TAM/16104,5201883381,2028-11-04,1966-03-12,Female,887846387418,99405604440,raunak.doc53@clinic.com,H.No. 786 Bhandari Path,,Coimbatore,Tamil Nadu,689215,Orthopedic Surgery,Pediatrics,207X00000X,All India Institute of Medical Sciences,1991,HOSP-0025,N,1998-03-15,Active,
PRAC-1095,Rohan Sami,MCI/WES/88499,9723480708,2028-11-20,1969-03-25,Male,898182646938,97391792567,rohan.doc15@clinic.com,071 Gade Nagar,Varughese Nagar,Kolkata,West Bengal,741770,Cardiology,Orthopedic Surgery,207R00000X,Maulana Azad Medical College,1993,HOSP-0036,N,2022-11-12,Active,
PRAC-1096,Nishith Tandon,MCI/WES/58048,5186331825,2027-04-04,1988-01-16,Male,635551509323,98376120874,nishith.doc32@clinic.com,20 Bumb Chowk,Apte Marg,Kolkata,West Bengal,749747,Neurology,General Practice,2084N0400X,JIPMER,2016,HOSP-0023,Y,2021-02-26,Active,
PRAC-1097,Nirvaan Kalita,MCI/MAH/84603,2226074770,2030-05-11,1996-07-19,Other,811941787952,98317272057,nirvaan.doc13@clinic.com,H.No. 431 Khurana Marg,Sarraf Zila,Pune,Maharashtra,472432,Orthopedic Surgery,Oncology,207X00000X,Maulana Azad Medical College,2023,HOSP-0047,Y,2025-02-25,Active,
PRAC-1098,Yasmin Solanki,MCI/WES/16561,9952265867,2029-10-12,1978-01-26,Other,164010215267,99807798755,yasmin.doc19@clinic.com,H.No. 516 Comar Marg,,Kolkata,West Bengal,758171,Dermatology,,207N00000X,All India Institute of Medical Sciences,2003,HOSP-0030,N,2020-10-07,Active,
PRAC-1099,Zara Bassi,MCI/WES/16033,8894453693,2027-11-01,1973-07-14,Male,672181512838,97653738135,zara.doc58@clinic.com,H.No. 71 Bobal Marg,,Howrah,West Bengal,789510,Cardiology,Dermatology,207R00000X,Kasturba Medical College,1997,HOSP-0010,N,2023-01-16,Inactive,
PRAC-1100,Vanya Raman,MCI/DEL/75233,5713787064,2029-03-23,1964-01-08,Male,734020438311,99702750338,vanya.doc9@clinic.com,35/735 Shankar Path,,New Delhi,Delhi,110065,Cardiology,Dermatology,207R00000X,Christian Medical College,1989,HOSP-0010,N,2009-04-17,Active,
PRAC-1101,Dhanuk Bhatt,MCI/WES/78635,1337787672,2027-08-24,1962-01-28,Female,064984759064,98317247033,dhanuk.doc52@clinic.com,15/86 Subramaniam Nagar,,Kolkata,West Bengal,758971,General Surgery,Oncology,208600000X,Armed Forces Medical College,1991,HOSP-0029,Y,2024-12-03,Active,
PRAC-1102,Krish Rastogi,MCI/MAH/50274,8142749946,2030-04-12,1975-12-13,Female,151101462591,98043350033,krish.doc32@clinic.com,H.No. 847- Suresh,,Mumbai,Maharashtra,420220,Orthopedic Surgery,Oncology,207X00000X,Kasturba Medical College,2001,HOSP-0027,N,2021-02-21,Active,
PRAC-1103,Nehmat Issac,MCI/DEL/48217,2112663442,2027-06-25,1990-11-01,Other,231418797553,98335372818,nehmat.doc15@clinic.com,43/79 Verma Street,,New Delhi,Delhi,110000,Cardiology,Dermatology,207R00000X,Armed Forces Medical College,2019,HOSP-0030,Y,2025-08-12,Active,
PRAC-1104,Tara Bir,MCI/KAR/33558,3596133636,2027-09-18,1987-10-31,Other,539605437430,98329322328,tara.doc15@clinic.com,84 Golla Ganj,Ratta,Mysore,Karnataka,579943,Orthopedic Surgery,General Practice,207X00000X,All India Institute of Medical Sciences,2015,HOSP-0038,N,2020-08-22,Active,
PRAC-1105,Stuvan Gala,MCI/MAH/27704,7828490008,2027-05-29,1989-04-20,Other,233675896982,99385897699,stuvan.doc33@clinic.com,H.No. 48- Bail Path,,Mumbai,Maharashtra,439243,Pediatrics,General Surgery,208000000X,All India Institute of Medical Sciences,2016,HOSP-0037,Y,2019-10-08,Active,
PRAC-1106,Aradhya Rout,MCI/MAH/15037,8426854549,2029-11-09,1978-01-08,Female,499587098420,98442579625,aradhya.doc5@clinic.com,79/667- Sridhar Marg,,Pune,Maharashtra,411473,General Practice,Dermatology,208D00000X,Kasturba Medical College,2002,HOSP-0020,Y,2004-08-11,Active,
PRAC-1107,Manikya Barad,MCI/MAH/44816,3043935040,2028-12-15,1981-11-27,Male,571283005191,99806902783,manikya.doc8@clinic.com,14/18- Goswami Marg,Kumar,Pune,Maharashtra,421555,Oncology,General Practice,207R00000X,Christian Medical College,2009,HOSP-0036,Y,2019-12-30,Active,
PRAC-1108,Mehul Bora,MCI/WES/66245,7993100456,2027-02-24,1977-08-07,Female,869686179440,99875968730,mehul.doc50@clinic.com,43/48 Keer Nagar,Kara Road,Kolkata,West Bengal,733943,Cardiology,Pediatrics,207R00000X,Christian Medical College,2001,HOSP-0015,N,2008-05-21,Active,
PRAC-1109,Myra Ray,MCI/MAH/79898,0128170215,2026-07-25,1980-04-15,Other,098669547954,97412909005,myra.doc14@clinic.com,07/51 Chandran Ganj,Dada Zila,Mumbai,Maharashtra,472258,Neurology,,2084N0400X,JIPMER,2006,HOSP-0001,Y,2016-12-11,Active,
PRAC-1110,Ranbir Anand,MCI/WES/88226,8870946287,2029-09-14,1989-04-09,Female,170405509626,99205748694,ranbir.doc31@clinic.com,H.No. 951 Krishnan Road,,Kolkata,West Bengal,799767,Oncology,Orthopedic Surgery,207R00000X,Christian Medical College,2014,HOSP-0029,Y,2021-05-26,Active,
PRAC-1111,Ryan Dash,MCI/KAR/94015,1858655029,2026-11-24,1960-02-10,Female,425646388365,99631868839,ryan.doc11@clinic.com,84/279 Arya Marg,Lanka Zila,Mysore,Karnataka,577795,General Surgery,,208600000X,Kasturba Medical College,1985,HOSP-0020,Y,1989-03-15,Active,
PRAC-1112,Ela Garg,MCI/MAH/52538,7017574335,2026-12-27,1982-11-10,Male,934437767223,99952715624,ela.doc47@clinic.com,79- Sane Chowk,,Pune,Maharashtra,472295,General Practice,General Surgery,208D00000X,Maulana Azad Medical College,2008,HOSP-0021,N,2014-05-28,Active,
PRAC-1113,Miraan Solanki,MCI/WES/79775,6379077692,2030-06-10,1990-07-18,Male,785588281307,98191349124,miraan.doc27@clinic.com,81/338 Ray Path,,Howrah,West Bengal,722434,Oncology,Pediatrics,207R00000X,JIPMER,2019,HOSP-0035,Y,2023-05-05,Active,
PRAC-1114,Navya Kuruvilla,MCI/WES/19430,4360862534,2028-07-24,1959-08-14,Other,734257948486,99057945041,navya.doc34@clinic.com,362- Barad Circle,,Howrah,West Bengal,751281,Dermatology,General Practice,207N00000X,Armed Forces Medical College,1984,HOSP-0009,N,1999-12-30,Under Review,
PRAC-1115,Navya Aggarwal,MCI/DEL/23739,4396880678,2028-04-07,1986-10-24,Male,586077864602,97846522007,navya.doc31@clinic.com,718- Bala Path,Verma Chowk,New Delhi,Delhi,110000,Dermatology,Orthopedic Surgery,207N00000X,JIPMER,2016,HOSP-0044,N,2019-09-29,Active,
PRAC-1116,Diya Date,MCI/DEL/99652,6814698024,2025-09-18,1993-11-30,Other,127584915389,99611451539,diya.doc17@clinic.com,H.No. 425 Walia Road,Anand Road,New Delhi,Delhi,110052,General Surgery,Pediatrics,208600000X,All India Institute of Medical Sciences,2021,HOSP-0044,N,2025-06-11,Active,
PRAC-1117,Prerak Kapoor,MCI/KAR/85983,8260733759,2029-12-08,1985-08-13,Other,512184120013,99283832355,prerak.doc80@clinic.com,H.No. 99- Bhatia,,Mysore,Karnataka,568242,Neurology,General Practice,2084N0400X,Christian Medical College,2014,HOSP-0004,Y,2023-03-16,Inactive,
PRAC-1118,Badal Subramaniam,MCI/TAM/83782,0931671695,2025-10-08,1969-04-24,Other,251775783883,99966635327,badal.doc8@clinic.com,16/543 Tank Marg,,Chennai,Tamil Nadu,643879,Dermatology,Orthopedic Surgery,207N00000X,JIPMER,1998,HOSP-0012,Y,2005-08-22,Active,
PRAC-1119,Uthkarsh Buch,MCI/WES/32290,9260177216,2027-03-04,1989-02-07,Female,781875668886,99013158142,uthkarsh.doc58@clinic.com,H.No. 57- Chopra Zila,Iyengar Nagar,Kolkata,West Bengal,794383,Orthopedic Surgery,Neurology,207X00000X,Armed Forces Medical College,2018,HOSP-0002,Y,2025-05-04,Active,
PRAC-1120,Kabir Dayal,MCI/WES/59446,3172539596,2029-07-02,1996-02-25,Other,909290857109,99265098773,kabir.doc39@clinic.com,86/45- Roy Street,,Kolkata,West Bengal,766363,Orthopedic Surgery,General Surgery,207X00000X,JIPMER,2023,HOSP-0009,Y,2025-06-28,Active,
PRAC-1121,Sara Kala,MCI/KAR/39774,9076027384,2029-12-13,1967-01-21,Female,420463667460,99316051027,sara.doc66@clinic.com,H.No. 448 Arora Zila,,Bangalore,Karnataka,567391,General Practice,,208D00000X,All India Institute of Medical Sciences,1991,HOSP-0012,N,2013-03-23,Active,
PRAC-1122,Tiya Sandal,MCI/TAM/71991,0869656132,2027-09-28,1993-04-04,Male,337995604325,97636346899,tiya.doc85@clinic.com,472- Ganguly Street,Rana Street,Coimbatore,Tamil Nadu,656547,Pediatrics,Neurology,208000000X,Armed Forces Medical College,2017,HOSP-0035,N,2022-05-25,Active,
PRAC-1123,Samaira Bawa,MCI/KAR/42565,4948579494,2027-07-18,1968-05-23,Female,204827242890,99356236009,samaira.doc65@clinic.com,84/16 Jhaveri Street,,Mysore,Karnataka,560817,Dermatology,General Surgery,207N00000X,Armed Forces Medical College,1993,HOSP-0012,N,2009-12-04,Active,
PRAC-1124,Kashvi Ahluwalia,MCI/MAH/33982,0736314550,2028-05-12,1960-02-27,Other,320132749381,97812076195,kashvi.doc87@clinic.com,H.No. 596- Viswanathan Chowk,Randhawa Path,Nagpur,Maharashtra,406925,Oncology,Orthopedic Surgery,207R00000X,Kasturba Medical College,1989,HOSP-0032,N,1992-06-25,Active,
PRAC-1125,Seher Aurora,MCI/TAM/13539,5328076917,2027-05-20,1978-04-14,Female,589236165731,99788433326,seher.doc40@clinic.com,40/583 Bajwa Marg,,Coimbatore,Tamil Nadu,657303,General Surgery,Dermatology,208600000X,Christian Medical College,2008,HOSP-0036,N,2016-11-28,Active,
PRAC-1126,Siya Grewal,MCI/MAH/43080,8252538398,2028-06-24,1967-10-08,Other,252782303501,97354083646,siya.doc80@clinic.com,632 Solanki Road,Atwal Marg,Nagpur,Maharashtra,478912,General Surgery,Cardiology,208600000X,JIPMER,1995,HOSP-0029,N,2025-06-13,Active,
PRAC-1127,Jayan Zacharia,MCI/TAM/69620,1981925664,2029-03-25,1976-11-10,Male,163903221522,99790636187,jayan.doc53@clinic.com,380- Dugar Circle,Atwal Zila,Chennai,Tamil Nadu,649259,Dermatology,Oncology,207N00000X,JIPMER,2006,HOSP-0043,Y,2018-05-16,Active,
PRAC-1128,Lakshay Zacharia,MCI/MAH/79340,2069849075,2026-02-22,1994-08-01,Other,083555052820,97536641096,lakshay.doc84@clinic.com,H.No. 73 Walia Road,,Nagpur,Maharashtra,430012,General Practice,,208D00000X,Christian Medical College,2023,HOSP-0046,Y,2025-06-11,Active,
PRAC-1129,Manjari Vasa,MCI/WES/95604,9529705875,2028-09-03,1977-03-12,Male,307931225488,97081431831,manjari.doc70@clinic.com,00/76 Gokhale Zila,Mall Path,Howrah,West Bengal,780157,Cardiology,Dermatology,207R00000X,Maulana Azad Medical College,2002,HOSP-0026,Y,2024-03-09,Active,
PRAC-1130,Kismat Chawla,MCI/TAM/92574,7570468787,2027-06-09,1971-11-15,Other,394212653368,97579936611,kismat.doc46@clinic.com,H.No. 250- Joshi Nagar,,Coimbatore,Tamil Nadu,639937,Cardiology,,207R00000X,All India Institute of Medical Sciences,1998,HOSP-0025,Y,2012-03-13,Under Review,
PRAC-1131,Riya Keer,MCI/DEL/82196,8303349276,2029-12-26,1969-12-26,Other,324621377072,97931707727,riya.doc99@clinic.com,79/497 Kashyap Ganj,Grewal Circle,New Delhi,Delhi,110037,Dermatology,Orthopedic Surgery,207N00000X,Armed Forces Medical College,1996,HOSP-0034,N,2000-01-16,Active,
PRAC-1132,Ivan Kumar,MCI/WES/17098,3372717734,2027-01-19,1974-07-02,Other,346449772877,99252055056,ivan.doc54@clinic.com,98/218- Toor Ganj,,Kolkata,West Bengal,704939,Pediatrics,General Practice,208000000X,JIPMER,2003,HOSP-0040,N,2021-08-13,Active,
PRAC-1133,Ayesha Sanghvi,MCI/TAM/18150,7975375007,2026-05-30,1965-06-19,Other,970582285086,97386250515,ayesha.doc57@clinic.com,63/08 Bhavsar Path,,Chennai,Tamil Nadu,684896,Orthopedic Surgery,Oncology,207X00000X,Maulana Azad Medical College,1991,HOSP-0001,Y,2022-04-11,Active,
PRAC-1134,Yasmin Kale,MCI/MAH/55897,1469965373,2026-05-16,1976-09-12,Other,120776307490,99373672326,yasmin.doc25@clinic.com,H.No. 998 Ranganathan Street,Deol Chowk,Pune,Maharashtra,498200,Oncology,Neurology,207R00000X,Kasturba Medical College,2001,HOSP-0050,N,2004-10-09,Active,
PRAC-1135,Adah Karpe,MCI/WES/25494,3930436885,2029-12-09,1967-05-17,Male,734744288129,97303129549,adah.doc77@clinic.com,38- Rajagopal Circle,,Kolkata,West Bengal,719382,General Surgery,Oncology,208600000X,Maulana Azad Medical College,1992,HOSP-0006,N,2008-12-20,Active,
PRAC-1136,Zaina Chowdhury,MCI/DEL/58822,4737688340,2028-06-18,1986-06-07,Male,564302895467,98382411277,zaina.doc22@clinic.com,H.No. 175- Sastry Marg,,New Delhi,Delhi,110025,Cardiology,Neurology,207R00000X,Christian Medical College,2010,HOSP-0034,N,2015-11-17,Active,
PRAC-1137,Advik Chokshi,MCI/WES/33203,7285960050,2028-12-19,1967-11-18,Other,558833218439,98336735633,advik.doc15@clinic.com,62/89- Venkataraman Zila,Sane Circle,Kolkata,West Bengal,782430,Dermatology,General Surgery,207N00000X,Maulana Azad Medical College,1994,HOSP-0047,N,2007-03-04,Active,
PRAC-1138,Parinaaz Amble,MCI/KAR/45807,3303520958,2026-11-06,1985-10-04,Male,346177312748,98902467719,parinaaz.doc94@clinic.com,23/66- Tak Circle,Rajan Ganj,Bangalore,Karnataka,589499,Orthopedic Surgery,Pediatrics,207X00000X,Kasturba Medical College,2010,HOSP-0036,N,2014-06-30,Inactive,
PRAC-1139,Priyansh Brahmbhatt,MCI/DEL/80372,3499812518,2027-07-02,1997-07-03,Female,604151891873,99433540182,priyansh.doc4@clinic.com,H.No. 178 Kuruvilla Nagar,,New Delhi,Delhi,110096,Orthopedic Surgery,Dermatology,207X00000X,Maulana Azad Medical College,2023,HOSP-0030,N,2025-02-16,Active,
PRAC-1140,Shanaya Ramaswamy,MCI/KAR/85458,6569531982,2026-01-25,1966-02-19,Male,059491089847,99863150266,shanaya.doc79@clinic.com,379 Varghese,,Mysore,Karnataka,566934,General Surgery,Dermatology,208600000X,Christian Medical College,1991,HOSP-0030,Y,2002-03-10,Sanctioned,Reprehenderit excepturi quibusdam amet mollitia iusto.
PRAC-1141,Misha Vig,MCI/WES/98948,5475848195,2030-02-22,1977-09-21,Male,657353094509,97130716429,misha.doc5@clinic.com,30/037- Dhar,Sharaf Circle,Howrah,West Bengal,741919,Cardiology,Orthopedic Surgery,207R00000X,Kasturba Medical College,2004,HOSP-0023,Y,2011-12-04,Active,
PRAC-1142,Samaira Dey,MCI/KAR/47458,3363731772,2028-11-29,1978-10-17,Male,033894001675,98003429389,samaira.doc22@clinic.com,869- Singhal Ganj,,Mysore,Karnataka,572848,Oncology,Orthopedic Surgery,207R00000X,All India Institute of Medical Sciences,2008,HOSP-0042,Y,2025-03-24,Active,
PRAC-1143,Pari Ramanathan,MCI/MAH/83424,8066681138,2029-03-03,1978-12-21,Female,964656370321,99436092258,pari.doc39@clinic.com,02 Sachdeva Chowk,Thaker Road,Pune,Maharashtra,432374,General Surgery,Orthopedic Surgery,208600000X,JIPMER,2007,HOSP-0001,Y,2013-07-13,Active,
PRAC-1144,Ranbir Sane,MCI/DEL/29875,9622310763,2027-07-04,1966-07-10,Other,227912784150,99042252777,ranbir.doc4@clinic.com,H.No. 41- Varty Path,,New Delhi,Delhi,110068,Oncology,General Practice,207R00000X,Armed Forces Medical College,1991,HOSP-0022,N,2021-12-16,Active,
PRAC-1145,Sahil Raj,MCI/TAM/18880,5787321338,2029-01-01,1984-11-21,Male,187343066123,98235666241,sahil.doc5@clinic.com,56/09 Jayaraman Street,,Chennai,Tamil Nadu,633227,Neurology,Pediatrics,2084N0400X,All India Institute of Medical Sciences,2012,HOSP-0020,N,2014-06-25,Active,
PRAC-1146,Raghav Dugal,MCI/MAH/27140,5273457973,2028-04-03,1972-07-09,Other,160977890369,98852479178,raghav.doc28@clinic.com,063- Shetty Nagar,Varughese Road,Nagpur,Maharashtra,423572,Orthopedic Surgery,General Practice,207X00000X,All India Institute of Medical Sciences,2002,HOSP-0010,N,2021-10-28,Active,
PRAC-1147,Parinaaz Bawa,MCI/KAR/68068,1616788188,2029-04-24,1968-12-21,Male,213697767116,97733639666,parinaaz.doc57@clinic.com,H.No. 083- Shan Nagar,,Bangalore,Karnataka,583008,Orthopedic Surgery,Oncology,207X00000X,Maulana Azad Medical College,1995,HOSP-0006,Y,2009-01-30,Inactive,
PRAC-1148,Mamooty Char,MCI/TAM/68182,1160696984,2028-05-09,1963-04-27,Female,776767708811,97717832466,mamooty.doc77@clinic.com,H.No. 848- Sehgal Chowk,,Coimbatore,Tamil Nadu,684611,Neurology,Pediatrics,2084N0400X,Maulana Azad Medical College,1992,HOSP-0003,Y,2024-04-07,Active,
PRAC-1149,Pranay Soni,MCI/DEL/97157,9022127404,2026-02-20,1986-07-28,Female,166727818135,97111263391,pranay.doc69@clinic.com,H.No. 98 Khanna Chowk,,New Delhi,Delhi,110051,Cardiology,Orthopedic Surgery,207R00000X,Kasturba Medical College,2014,HOSP-0002,Y,2016-04-22,Active,
PRAC-1150,Tejas Shroff,MCI/TAM/59964,7600785740,2027-03-05,1986-03-17,Female,066035111077,97991224573,tejas.doc24@clinic.com,86/541- Virk Chowk,,Coimbatore,Tamil Nadu,605039,Orthopedic Surgery,,207X00000X,Christian Medical College,2012,HOSP-0028,Y,2017-04-21,Under Review,
PRAC-1151,Prisha Tak,MCI/TAM/13585,2334207572,2028-04-20,1971-05-28,Other,449459782909,99024602235,prisha.doc46@clinic.com,H.No. 717- Ramaswamy Street,Zacharia Zila,Madurai,Tamil Nadu,669394,General Practice,Pediatrics,208D00000X,All India Institute of Medical Sciences,2000,HOSP-0049,N,2011-01-28,Active,
PRAC-1152,Abram Bhardwaj,MCI/MAH/56171,9350747402,2029-11-26,1990-10-23,Female,034487790697,98359026743,abram.doc58@clinic.com,60/33- Bhatti Nagar,Thakkar,Pune,Maharashtra,463401,General Surgery,,208600000X,JIPMER,2017,HOSP-0012,N,2024-01-11,Active,
PRAC-1153,Ranbir Shukla,MCI/KAR/58390,3406844263,2025-12-01,1974-07-10,Male,969277328458,97762017875,ranbir.doc31@clinic.com,H.No. 300- Golla Ganj,,Mysore,Karnataka,585036,Pediatrics,,208000000X,Christian Medical College,2002,HOSP-0025,Y,2008-07-01,Active,
PRAC-1154,Samar Mandal,MCI/DEL/13301,4996884836,2029-11-01,1986-04-09,Other,717747571894,99583958079,samar.doc43@clinic.com,07/02- Chacko Ganj,,New Delhi,Delhi,110042,Pediatrics,General Surgery,208000000X,Maulana Azad Medical College,2014,HOSP-0036,Y,2023-03-02,Active,
PRAC-1155,Advik Thakkar,MCI/DEL/91823,2319850614,2029-09-24,1972-03-03,Male,088179130514,97108877765,advik.doc69@clinic.com,H.No. 934- Bhagat Nagar,,New Delhi,Delhi,110000,General Surgery,Dermatology,208600000X,Armed Forces Medical College,1998,HOSP-0043,Y,2010-06-02,Active,
PRAC-1156,Adira Bora,MCI/KAR/55651,5142719346,2028-01-08,1974-07-22,Other,627723764703,97059139081,adira.doc22@clinic.com,72 Mall,,Mysore,Karnataka,589413,Orthopedic Surgery,Pediatrics,207X00000X,Armed Forces Medical College,2000,HOSP-0004,N,2012-03-06,Active,
PRAC-1157,Zoya Rajagopalan,MCI/WES/57366,1269372224,2029-04-26,1981-08-09,Female,612117603677,97703813426,zoya.doc86@clinic.com,064 Vasa,,Howrah,West Bengal,791107,Oncology,,207R00000X,Maulana Azad Medical College,2006,HOSP-0033,N,2009-03-07,Active,
PRAC-1158,Riya Sagar,MCI/KAR/64964,4723448690,2029-01-04,1960-06-25,Other,167075159177,97911979024,riya.doc4@clinic.com,90/02 Bhatti Nagar,,Bangalore,Karnataka,585139,Dermatology,Orthopedic Surgery,207N00000X,All India Institute of Medical Sciences,1985,HOSP-0031,N,2020-01-12,Active,
PRAC-1159,Prisha Gara,MCI/DEL/79599,9424953781,2029-07-15,1977-06-30,Other,571513843374,97597583726,prisha.doc16@clinic.com,H.No. 51- Das Chowk,Chandra Zila,New Delhi,Delhi,110098,Cardiology,Orthopedic Surgery,207R00000X,Armed Forces Medical College,2006,HOSP-0031,Y,2009-11-28,Active,
PRAC-1160,Onkar Rana,MCI/KAR/66419,5753536276,2030-07-13,1978-12-03,Other,841483900811,98429198861,onkar.doc71@clinic.com,06 Dutt Nagar,Basu Zila,Mysore,Karnataka,589398,Dermatology,,207N00000X,Kasturba Medical College,2005,HOSP-0009,N,2008-09-10,Active,
PRAC-1161,Mamooty Bhargava,MCI/MAH/37853,8804971261,2030-02-12,1964-08-06,Male,824665162801,99804379711,mamooty.doc92@clinic.com,59/841- Dey Marg,Chakrabarti Path,Nagpur,Maharashtra,416580,Oncology,General Practice,207R00000X,Kasturba Medical College,1991,HOSP-0031,Y,2011-02-26,Active,
PRAC-1162,Gokul Koshy,MCI/TAM/42530,5447688702,2028-08-06,1981-10-21,Other,353046231587,97184084293,gokul.doc38@clinic.com,H.No. 689 Sridhar Path,Thakur Marg,Coimbatore,Tamil Nadu,633435,Orthopedic Surgery,Cardiology,207X00000X,All India Institute of Medical Sciences,2009,HOSP-0049,Y,2017-05-21,Active,
PRAC-1163,Anaya Saxena,MCI/KAR/26823,9110611240,2027-03-10,1989-02-09,Female,889339450382,99001998821,anaya.doc59@clinic.com,H.No. 577 Bail Path,,Mysore,Karnataka,570414,Neurology,Oncology,2084N0400X,Kasturba Medical College,2014,HOSP-0006,N,2021-02-16,Active,
PRAC-1164,Shray Basak,MCI/MAH/70290,5639273728,2025-09-08,1968-07-10,Other,723833207203,99172132918,shray.doc32@clinic.com,67/783- Bandi Nagar,Sarkar,Mumbai,Maharashtra,400845,Orthopedic Surgery,Oncology,207X00000X,JIPMER,1998,HOSP-0023,Y,2006-09-24,Active,
PRAC-1165,Aarav Divan,MCI/TAM/10329,6631015320,2026-09-26,1985-11-24,Female,098970044055,99432281165,aarav.doc2@clinic.com,725 Rao Chowk,Loke Zila,Coimbatore,Tamil Nadu,668745,Dermatology,Oncology,207N00000X,JIPMER,2015,HOSP-0030,N,2023-03-17,Active,
PRAC-1166,Ahana  Jayaraman,MCI/TAM/98766,2529519936,2030-08-06,1963-08-13,Other,119349762099,97118266647,ahana.doc60@clinic.com,H.No. 913- Butala Zila,,Chennai,Tamil Nadu,623851,Oncology,Cardiology,207R00000X,Maulana Azad Medical College,1988,HOSP-0036,Y,1997-10-15,Active,
PRAC-1167,Siya Ramakrishnan,MCI/WES/13279,1937700847,2026-02-04,1970-11-21,Female,730865472943,98570302077,siya.doc77@clinic.com,H.No. 86- Wali Nagar,Sarkar Circle,Howrah,West Bengal,712382,General Surgery,Pediatrics,208600000X,Christian Medical College,1998,HOSP-0038,N,2005-10-31,Active,
PRAC-1168,Mishti Sarna,MCI/DEL/41331,9777413396,2027-08-27,1982-03-26,Other,629158545160,98674189665,mishti.doc73@clinic.com,85- Babu Marg,,New Delhi,Delhi,110040,General Surgery,Neurology,208600000X,Christian Medical College,2006,HOSP-0030,Y,2020-10-13,Active,
PRAC-1169,Mishti Tiwari,MCI/TAM/82871,2285507733,2027-02-14,1993-12-20,Female,644157060022,99542259826,mishti.doc77@clinic.com,50/339- Buch Marg,,Madurai,Tamil Nadu,659190,Oncology,Orthopedic Surgery,207R00000X,Kasturba Medical College,2019,HOSP-0032,N,2023-09-02,Active,
